Connecting to host 10.0.0.2, port 2222
[  7] local 10.0.0.4 port 33562 connected to 10.0.0.2 port 2222
[ ID] Interval           Transfer     Bitrate         Retr  Cwnd
[  7]   0.00-1.00   sec   411 KBytes  3.37 Mbits/sec    1   25.5 KBytes       
[  7]   1.00-2.00   sec   255 KBytes  2.09 Mbits/sec    0   25.5 KBytes       
[  7]   2.00-3.00   sec   191 KBytes  1.56 Mbits/sec    0   25.5 KBytes       
[  7]   3.00-4.00   sec   191 KBytes  1.56 Mbits/sec    0   25.5 KBytes       
[  7]   4.00-5.00   sec   255 KBytes  2.08 Mbits/sec    0   25.5 KBytes       
[  7]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0   43.8 KBytes       
[  7]   6.00-7.00   sec   573 KBytes  4.69 Mbits/sec    0   89.1 KBytes       
[  7]   7.00-8.00   sec   954 KBytes  7.82 Mbits/sec    0   89.1 KBytes       
[  7]   8.00-9.00   sec   382 KBytes  3.13 Mbits/sec    0   89.1 KBytes       
[  7]   9.00-10.00  sec   573 KBytes  4.69 Mbits/sec    0   89.1 KBytes       
[  7]  10.00-11.00  sec   382 KBytes  3.13 Mbits/sec    0   89.1 KBytes       
[  7]  11.00-12.00  sec   191 KBytes  1.56 Mbits/sec    0   89.1 KBytes       
[  7]  12.00-13.02  sec   191 KBytes  1.54 Mbits/sec    0   89.1 KBytes       
[  7]  13.02-14.01  sec  0.00 Bytes  0.00 Mbits/sec    0   89.1 KBytes       
[  7]  14.01-15.04  sec   382 KBytes  3.04 Mbits/sec    0   89.1 KBytes       
[  7]  15.04-16.01  sec   191 KBytes  1.60 Mbits/sec    0   89.1 KBytes       
[  7]  16.01-17.00  sec  0.00 Bytes  0.00 Mbits/sec    0   89.1 KBytes       
[  7]  17.00-18.00  sec   191 KBytes  1.56 Mbits/sec    0   89.1 KBytes       
[  7]  18.00-19.00  sec   382 KBytes  3.13 Mbits/sec    0   89.1 KBytes       
[  7]  19.00-20.00  sec  1018 KBytes  8.34 Mbits/sec    0   89.1 KBytes       
[  7]  20.00-21.00  sec  1.06 MBytes  8.85 Mbits/sec    0    132 KBytes       
[  7]  21.00-22.01  sec   318 KBytes  2.59 Mbits/sec    0    132 KBytes       
[  7]  22.01-23.02  sec  0.00 Bytes  0.00 Mbits/sec    0    132 KBytes       
[  7]  23.02-24.00  sec   954 KBytes  7.94 Mbits/sec    0    132 KBytes       
[  7]  24.00-25.00  sec  1.86 MBytes  15.6 Mbits/sec    0    148 KBytes       
[  7]  25.00-26.00  sec  2.17 MBytes  18.2 Mbits/sec    0    148 KBytes       
[  7]  26.00-27.00  sec  2.24 MBytes  18.8 Mbits/sec    0    148 KBytes       
[  7]  27.00-28.00  sec  2.17 MBytes  18.2 Mbits/sec    0    148 KBytes       
[  7]  28.00-29.00  sec  2.24 MBytes  18.8 Mbits/sec    0    148 KBytes       
[  7]  29.00-30.00  sec  2.55 MBytes  21.4 Mbits/sec    0    148 KBytes       
[  7]  30.00-31.00  sec  2.17 MBytes  18.2 Mbits/sec    0    148 KBytes       
[  7]  31.00-32.00  sec  4.29 MBytes  36.0 Mbits/sec    0    356 KBytes       
[  7]  32.00-33.00  sec  4.47 MBytes  37.5 Mbits/sec    0    356 KBytes       
[  7]  33.00-34.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  34.00-35.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  35.00-36.00  sec  4.47 MBytes  37.5 Mbits/sec    0    356 KBytes       
[  7]  36.00-37.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  37.00-38.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  38.00-39.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  39.00-40.00  sec  2.98 MBytes  24.9 Mbits/sec    0    356 KBytes       
[  7]  40.00-41.00  sec  2.24 MBytes  18.8 Mbits/sec    0    356 KBytes       
[  7]  41.00-42.00  sec  1.49 MBytes  12.5 Mbits/sec    0    356 KBytes       
[  7]  42.00-43.00  sec  2.24 MBytes  18.8 Mbits/sec    0    356 KBytes       
[  7]  43.00-44.00  sec  1.49 MBytes  12.5 Mbits/sec    0    356 KBytes       
[  7]  44.00-45.00  sec  2.24 MBytes  18.8 Mbits/sec    0    356 KBytes       
[  7]  45.00-46.00  sec  2.24 MBytes  18.8 Mbits/sec    0    356 KBytes       
[  7]  46.00-47.01  sec  2.24 MBytes  18.6 Mbits/sec    0    356 KBytes       
[  7]  47.01-48.00  sec  2.98 MBytes  25.2 Mbits/sec    0    356 KBytes       
[  7]  48.00-49.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  49.00-50.00  sec  2.98 MBytes  25.0 Mbits/sec    0    356 KBytes       
[  7]  50.00-51.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  51.00-52.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  52.00-53.00  sec  2.24 MBytes  18.8 Mbits/sec    0    356 KBytes       
[  7]  53.00-54.00  sec  2.98 MBytes  25.0 Mbits/sec    0    356 KBytes       
[  7]  54.00-55.00  sec  2.24 MBytes  18.8 Mbits/sec    0    356 KBytes       
[  7]  55.00-56.00  sec  2.24 MBytes  18.8 Mbits/sec    0    356 KBytes       
[  7]  56.00-57.00  sec  2.24 MBytes  18.8 Mbits/sec    0    356 KBytes       
[  7]  57.00-58.00  sec  2.98 MBytes  25.0 Mbits/sec    0    356 KBytes       
[  7]  58.00-59.00  sec  4.47 MBytes  37.6 Mbits/sec    0    356 KBytes       
[  7]  59.00-60.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  60.00-61.00  sec  3.73 MBytes  31.3 Mbits/sec    0    356 KBytes       
[  7]  61.00-62.00  sec   764 KBytes  6.25 Mbits/sec    0    178 KBytes       
[  7]  62.00-63.00  sec   764 KBytes  6.26 Mbits/sec    0    178 KBytes       
[  7]  63.00-64.00  sec   764 KBytes  6.25 Mbits/sec    0    178 KBytes       
[  7]  64.00-65.00  sec  0.00 Bytes  0.00 Mbits/sec    0    178 KBytes       
[  7]  65.00-66.01  sec  0.00 Bytes  0.00 Mbits/sec    0    178 KBytes       
[  7]  66.01-67.00  sec  0.00 Bytes  0.00 Mbits/sec    0    178 KBytes       
[  7]  67.00-68.00  sec   764 KBytes  6.28 Mbits/sec    0    178 KBytes       
[  7]  68.00-69.00  sec  0.00 Bytes  0.00 Mbits/sec    0    178 KBytes       
[  7]  69.00-70.00  sec  0.00 Bytes  0.00 Mbits/sec    0    178 KBytes       
[  7]  70.00-71.00  sec   764 KBytes  6.27 Mbits/sec    0    178 KBytes       
[  7]  71.00-72.01  sec   764 KBytes  6.20 Mbits/sec    0    178 KBytes       
[  7]  72.01-73.00  sec  1.49 MBytes  12.6 Mbits/sec    0    178 KBytes       
[  7]  73.00-74.00  sec  1.49 MBytes  12.6 Mbits/sec    0    178 KBytes       
[  7]  74.00-75.00  sec   764 KBytes  6.26 Mbits/sec    0    178 KBytes       
[  7]  75.00-76.00  sec   764 KBytes  6.25 Mbits/sec    0    178 KBytes       
[  7]  76.00-77.00  sec  2.24 MBytes  18.8 Mbits/sec    0    178 KBytes       
[  7]  77.00-78.00  sec  3.73 MBytes  31.3 Mbits/sec    0    178 KBytes       
[  7]  78.00-79.00  sec  2.98 MBytes  25.0 Mbits/sec    0    178 KBytes       
[  7]  79.00-80.00  sec  3.73 MBytes  31.3 Mbits/sec    0    178 KBytes       
